"","X","id","DistrictId","Z","A","D","Y"
"2177",2177,"287400",4,1,0,0,12700
"2178",2178,"286400",4,1,1,0,1300
"2179",2179,"265600",4,0,0,0,53000
"2181",2181,"293600",4,1,0,0,1300
"2182",2182,"275600",4,1,0,1,1700
"2183",2183,"277600",4,1,1,1,55000
"2184",2184,"278500",4,1,1,1,400
"2185",2185,"316000",4,1,1,1,0
"2186",2186,"326200",4,1,0,1,0
"2187",2187,"4405000",4,1,1,1,10000
"2188",2188,"285900",4,1,0,1,4000
"2189",2189,"329100",4,1,1,1,0
"2190",2190,"289000",4,0,0,1,0
"2192",2192,"275600",4,0,0,0,5000
"2193",2193,"284400",4,0,0,0,1500
"2194",2194,"326100",4,1,1,1,3000
"2195",2195,"276300",4,1,1,1,1000
"2196",2196,"287400",4,1,0,1,12700
"2197",2197,"4403330",4,1,0,0,100
"2198",2198,"286900",4,1,1,1,300
"2199",2199,"265600",4,1,0,1,1400
"2200",2200,"313200",4,0,1,0,600
"2201",2201,"275000",4,1,0,1,20000
"2202",2202,"329300",4,1,0,1,12
"2203",2203,"290800",4,1,1,1,7000
"2204",2204,"276300",4,0,1,0,6321
"2205",2205,"276300",4,1,1,0,6000
"2206",2206,"287500",4,1,1,0,0
"2207",2207,"284400",4,0,0,0,0
"2208",2208,"327300",4,0,1,0,0
"2209",2209,"328700",4,1,1,0,0
"2211",2211,"259700",4,1,1,1,0
"2213",2213,"271600",4,0,1,1,0
"2214",2214,"326200",4,0,0,1,8000
"2215",2215,"328600",4,0,0,1,0
"2216",2216,"4403690",4,1,1,0,50200
"2217",2217,"288800",4,1,1,1,1300
"2218",2218,"347100",4,1,1,1,14000
"2219",2219,"259800",4,0,0,0,105000
"2220",2220,"259800",4,1,0,1,12000
"2221",2221,"278600",4,1,1,1,132000
"2222",2222,"329700",4,0,0,0,106000
"2223",2223,"268500",4,1,1,0,15000
"2224",2224,"268500",4,1,1,0,30000
"2225",2225,"293700",4,0,0,0,3000
"2226",2226,"258000",4,0,0,0,14000
"2227",2227,"286400",4,1,1,1,4000
"2228",2228,"285700",4,1,0,1,500
"2229",2229,"346600",4,1,0,0,2000
"2231",2231,"4404130",4,1,1,0,100
"2232",2232,"265200",4,1,1,1,400
"2233",2233,"315400",4,1,1,1,600
"2234",2234,"265200",4,1,1,1,600
"2235",2235,"292600",4,0,0,0,2500
"2236",2236,"259600",4,1,1,0,200
"2237",2237,"286200",4,1,0,1,150
"2239",2239,"326400",4,1,1,0,1200
"2240",2240,"326200",4,0,0,0,1200
"2241",2241,"278500",4,0,1,0,400
"2242",2242,"4404130",4,0,1,0,500
"2243",2243,"278500",4,1,1,0,1312
"2244",2244,"278500",4,1,1,1,4500
"2245",2245,"276200",4,0,0,1,3000
"2246",2246,"278500",4,1,1,1,1000
"2247",2247,"329300",4,1,0,0,500
"2248",2248,"329900",4,1,1,0,3000
"2249",2249,"339300",4,0,1,0,5000
"2250",2250,"290500",4,1,0,1,7000
"2252",2252,"289600",4,0,0,1,5000
"2253",2253,"279300",4,1,0,1,100
"2254",2254,"312200",4,0,0,0,0
"2255",2255,"346400",4,0,1,1,300
"2256",2256,"292400",4,0,0,1,0
"2257",2257,"259100",4,1,1,1,1300
"2259",2259,"266700",4,0,0,0,0
"2260",2260,"259700",4,1,1,1,0
"2261",2261,"287100",4,1,1,1,0
"2262",2262,"339300",4,1,1,0,5000
"2263",2263,"274800",4,1,1,0,0
"2264",2264,"274700",4,1,1,0,18000
"2265",2265,"284000",4,1,1,1,0
"2266",2266,"274700",4,1,1,0,6000
"2267",2267,"275000",4,0,0,1,4000
"2268",2268,"286900",4,0,1,0,300
"2269",2269,"4403290",4,1,1,1,3000
"2270",2270,"258900",4,0,0,0,0
"2271",2271,"346600",4,0,0,0,301
"2272",2272,"275100",4,1,1,0,250
"2274",2274,"275100",4,1,1,1,0
"2275",2275,"265200",4,1,1,1,300
"2276",2276,"289300",4,1,1,1,0
"2277",2277,"327300",4,0,1,1,0
"2278",2278,"287100",4,1,1,1,0
"2279",2279,"326100",4,1,1,1,3000
"2280",2280,"289700",4,1,1,1,1300
"2281",2281,"274800",4,0,1,0,400
"2282",2282,"301700",4,1,1,1,500
"2283",2283,"299000",4,1,0,1,7000
"2284",2284,"259700",4,1,1,1,100
"2285",2285,"329800",4,0,0,0,0
"2286",2286,"265200",4,1,1,0,200
"2287",2287,"285900",4,0,0,0,4000
"2288",2288,"337000",4,1,0,1,220
"2289",2289,"292300",4,0,0,0,20000
"2290",2290,"337000",4,0,0,0,100
"2291",2291,"316000",4,1,1,1,0
"2292",2292,"290700",4,1,1,1,14000
"2293",2293,"275100",4,1,1,1,2500
"2294",2294,"343400",4,1,0,1,5
"2295",2295,"279300",4,0,0,0,200
"2296",2296,"343400",4,1,0,0,3
"2297",2297,"4403360",4,1,1,1,200
"2298",2298,"312300",4,0,0,0,1400
"2299",2299,"328700",4,1,1,1,3000
"2300",2300,"268700",4,1,1,1,300
"2301",2301,"287500",4,1,1,1,400
"2302",2302,"290000",4,0,0,0,0
"2303",2303,"292000",4,1,0,1,0
"2305",2305,"288900",4,0,0,0,0
"2306",2306,"290300",4,0,0,0,1300
"2307",2307,"346100",4,1,1,1,694
"2308",2308,"327300",4,0,1,0,4000
"2309",2309,"288900",4,0,0,0,14000
"2310",2310,"346400",4,1,1,1,12
"2311",2311,"313200",4,1,1,1,3000
"2312",2312,"283000",4,0,0,0,0
"2313",2313,"292000",4,0,0,1,0
"2314",2314,"315900",4,1,1,1,700
"2315",2315,"329300",4,0,0,0,1500
"2316",2316,"283000",4,1,0,1,4000
"2317",2317,"258000",4,0,0,0,0
"2318",2318,"268900",4,0,0,0,8000
"2319",2319,"329100",4,0,1,1,750
"2320",2320,"292100",4,1,1,0,900
"2321",2321,"269100",4,0,0,0,1000
"2322",2322,"346400",4,1,1,1,0
"2323",2323,"278600",4,1,1,0,4500
"2324",2324,"265500",4,1,0,1,8000
"2325",2325,"269000",4,0,0,1,6000
"2326",2326,"4403360",4,0,1,0,600
"2327",2327,"346100",4,1,1,1,300
"2328",2328,"346100",4,1,1,0,220
"2329",2329,"294300",4,1,0,1,14000
"2330",2330,"346100",4,1,1,1,300
"2331",2331,"346100",4,1,1,1,220
"2332",2332,"292600",4,0,0,0,2500
"2333",2333,"286400",4,0,1,1,400
"2334",2334,"310100",4,0,0,0,1500
"2335",2335,"265600",4,0,0,0,4000
"2336",2336,"346600",4,0,0,0,3000
"2337",2337,"347100",4,1,1,1,0
"2338",2338,"279300",4,0,0,0,2350
"2339",2339,"277600",4,1,1,1,0
"2340",2340,"346300",4,0,0,0,3000
"2341",2341,"346300",4,1,0,0,2
"2342",2342,"346600",4,0,0,1,1200
"2343",2343,"346400",4,1,1,1,5000
"2344",2344,"346400",4,0,1,0,5000
"2345",2345,"4403030",4,1,0,0,1242
"2346",2346,"268700",4,0,1,0,300
"2347",2347,"327300",4,1,1,1,3000
"2348",2348,"4403340",4,0,0,1,39780
"2349",2349,"292100",4,1,1,1,400
"2350",2350,"4403490",4,0,0,1,4000
"2352",2352,"297300",4,1,1,1,600
"2353",2353,"327600",4,1,1,1,1000
"2354",2354,"276300",4,1,1,0,6000
"2355",2355,"4401290",4,1,1,0,4000
"2356",2356,"286800",4,1,1,1,650
"2357",2357,"312300",4,0,0,0,1500
"2358",2358,"292600",4,1,0,1,800
"2359",2359,"286800",4,0,1,0,650
"2360",2360,"286800",4,1,1,1,2000
"2361",2361,"286800",4,1,1,1,1500
"2362",2362,"288500",4,0,0,1,3000
"2363",2363,"277800",4,1,1,1,400
"2364",2364,"4403600",4,0,0,0,50200
"2365",2365,"318200",4,0,0,0,0
"2366",2366,"4403250",4,1,1,1,1500
"2367",2367,"4403370",4,1,0,0,700
"2369",2369,"277600",4,1,1,1,0
"2371",2371,"4403330",4,1,0,0,6000
"2372",2372,"4403330",4,0,0,0,11500
"2374",2374,"326200",4,0,0,1,1200
"2375",2375,"276200",4,0,0,1,6000
"2376",2376,"290300",4,0,0,1,0
"2379",2379,"286800",4,0,1,0,2000
"2380",2380,"4403240",4,0,0,1,1500
"2383",2383,"289800",4,1,0,1,500
"2384",2384,"289800",4,1,0,0,0
"2385",2385,"263700",4,1,1,1,2000
"2386",2386,"4403330",4,0,0,0,7000
"2387",2387,"279300",4,0,0,1,700
"2388",2388,"290300",4,1,0,1,1000
"2389",2389,"288700",4,0,0,0,500
"2390",2390,"4403370",4,0,0,0,700
"2391",2391,"284400",4,0,0,0,1200
"2392",2392,"266700",4,1,0,1,800
"2393",2393,"288700",4,1,0,1,700
"2394",2394,"288700",4,0,0,0,0
"2395",2395,"288700",4,1,0,1,0
"2396",2396,"315400",4,1,1,1,5500
"2397",2397,"259700",4,1,1,1,100
"2398",2398,"259100",4,0,1,0,0
"2399",2399,"279300",4,1,0,1,700
"2400",2400,"268700",4,1,1,1,300
"2401",2401,"312200",4,0,0,0,0
"2402",2402,"292300",4,1,0,1,24000
"2403",2403,"301600",4,1,1,0,10000
"2404",2404,"343400",4,0,0,0,3000
"2405",2405,"4405000",4,1,1,1,4000
"2406",2406,"302000",4,0,0,0,200
"2407",2407,"259700",4,1,1,1,2000
"2408",2408,"288900",4,0,0,0,500
"2409",2409,"290200",4,0,0,0,0
"2410",2410,"276200",4,0,0,1,4000
"2411",2411,"4403080",4,0,1,0,200
"2412",2412,"4403010",4,1,0,1,150
"2413",2413,"287400",4,0,0,0,300
"2414",2414,"4403330",4,0,0,0,3000
"2415",2415,"268900",4,0,0,0,2000
"2416",2416,"4403360",4,1,1,0,1500
"2417",2417,"285800",4,1,0,1,0
"2418",2418,"4403340",4,1,0,1,12000
"2419",2419,"346400",4,1,1,1,5000
"2420",2420,"285900",4,0,0,0,6000
"2421",2421,"290300",4,0,0,0,1300
"2422",2422,"290700",4,1,1,1,2000
"2423",2423,"315400",4,1,1,1,5500
"2424",2424,"318200",4,0,0,0,0
"2425",2425,"290700",4,1,1,0,2500
"2426",2426,"291700",4,1,1,1,0
"2427",2427,"329700",4,0,0,0,9000
"2428",2428,"290200",4,0,0,0,120000
"2429",2429,"284000",4,1,1,1,0
"2430",2430,"4403360",4,1,1,1,600
"2431",2431,"303300",4,0,0,0,20000
"2432",2432,"287400",4,0,0,0,500
"2433",2433,"4403360",4,1,1,1,5000
"2434",2434,"290700",4,1,1,0,1500
"2435",2435,"291600",4,0,0,0,200
"2436",2436,"289100",4,1,1,1,0
"2437",2437,"346400",4,1,1,1,5000
"2438",2438,"259600",4,1,1,1,1000
"2439",2439,"330200",4,0,1,1,0
"2440",2440,"283000",4,0,0,0,800
"2442",2442,"279300",4,0,0,0,1000
"2443",2443,"299000",4,1,0,1,400
"2444",2444,"327700",4,1,1,1,0
"2445",2445,"326200",4,1,0,0,8000
"2446",2446,"4403110",4,1,1,0,2000
"2447",2447,"329700",4,1,0,0,11000
"2448",2448,"329900",4,1,1,1,8000
"2449",2449,"258900",4,1,0,1,0
"2450",2450,"326000",4,1,1,1,1200
"2451",2451,"286000",4,1,1,1,0
"2452",2452,"318200",4,0,0,0,0
"2453",2453,"330200",4,1,1,1,1200
"2454",2454,"329200",4,1,1,1,13000
"2455",2455,"265600",4,1,0,1,21000
"2456",2456,"307600",4,1,1,1,14000
"2457",2457,"266700",4,0,0,0,1000
"2458",2458,"265200",4,1,1,0,600
"2459",2459,"327600",4,1,1,0,1000
"2460",2460,"316000",4,1,1,0,0
"2461",2461,"290200",4,0,0,1,1000
"2462",2462,"264400",4,1,1,1,18000
"2463",2463,"286500",4,1,1,1,600
"2465",2465,"329700",4,1,0,0,4000
"2466",2466,"293700",4,1,0,1,2000
"2468",2468,"4404130",4,1,1,0,1500
"2469",2469,"328600",4,0,0,0,4000
"2470",2470,"328600",4,0,0,0,4000
"2471",2471,"328600",4,1,0,1,8000
"2472",2472,"328600",4,0,0,0,4000
"2473",2473,"329800",4,0,0,0,0
"2474",2474,"326400",4,1,1,1,0
"2475",2475,"347100",4,1,1,1,14000
"2476",2476,"291800",4,1,0,1,0
"2479",2479,"327700",4,1,1,0,0
"2480",2480,"259100",4,1,1,0,0
"2481",2481,"4403110",4,1,1,1,2000
"2482",2482,"299000",4,0,0,0,5000
"2483",2483,"306500",4,1,1,1,5200
"2484",2484,"327500",4,0,0,1,0
"2485",2485,"326200",4,0,0,0,3000
"2486",2486,"326200",4,0,0,1,6000
"2487",2487,"288600",4,0,1,0,1300
"2488",2488,"346300",4,0,0,0,2
"2489",2489,"259700",4,1,1,0,1500
"2490",2490,"4403430",4,0,0,1,1000
"2491",2491,"285900",4,0,0,0,4000
"2492",2492,"4403400",4,1,1,1,9000
"2493",2493,"346400",4,1,1,0,200
"2494",2494,"285900",4,0,0,0,4000
"2495",2495,"265200",4,0,1,0,300
"2496",2496,"326000",4,1,1,0,0
"2497",2497,"268700",4,1,1,1,300
"2499",2499,"347100",4,1,1,0,0
"2500",2500,"326400",4,1,1,1,0
"2501",2501,"325900",4,1,1,1,1500
"2502",2502,"292400",4,1,0,0,400
"2504",2504,"297300",4,1,1,1,5000
"2505",2505,"290500",4,0,0,0,500
"2506",2506,"290700",4,1,1,1,0
"2507",2507,"259100",4,0,1,0,0
"2509",2509,"4403370",4,1,0,1,0
"2510",2510,"286800",4,1,1,1,600
"2511",2511,"287700",4,1,0,0,0
"2512",2512,"287400",4,0,0,0,0
"2513",2513,"268700",4,1,1,1,300
"2514",2514,"289600",4,0,0,0,0
"2516",2516,"265600",4,0,0,0,83000
"2517",2517,"315900",4,1,1,1,12000
"2518",2518,"315900",4,1,1,1,8000
"2519",2519,"292200",4,1,1,1,0
"2520",2520,"286900",4,1,1,0,300
"2521",2521,"4403600",4,0,0,0,5200
"2522",2522,"4403330",4,1,0,0,5500
"2524",2524,"277800",4,0,1,0,700
"2525",2525,"347500",4,0,0,1,0
"2526",2526,"316000",4,1,1,1,0
"2527",2527,"259600",4,1,1,1,1200
"2528",2528,"314000",4,1,1,1,0
"2529",2529,"314000",4,1,1,1,0
"2530",2530,"314000",4,1,1,1,0
"2531",2531,"314000",4,1,1,0,0
"2532",2532,"289700",4,1,1,1,1500
"2533",2533,"307800",4,1,1,1,1000
"2534",2534,"292400",4,1,0,0,0
"2535",2535,"4403030",4,0,0,1,8010
"2536",2536,"329300",4,0,0,1,1500
"2537",2537,"286800",4,1,1,1,2000
"2539",2539,"347500",4,0,0,1,13000
"2540",2540,"277600",4,1,1,1,0
"2541",2541,"265600",4,1,0,1,70000
"2542",2542,"312300",4,1,0,1,5000
"2543",2543,"271600",4,1,1,1,0
"2544",2544,"286600",4,1,1,1,6000
"2545",2545,"315400",4,1,1,1,300
"2546",2546,"315400",4,0,1,0,300
"2547",2547,"326100",4,1,1,1,3000
"2548",2548,"284300",4,1,0,0,1000
"2549",2549,"268500",4,1,1,1,5000
"2550",2550,"4403290",4,0,1,0,0
"2551",2551,"339300",4,0,1,0,5000
"2552",2552,"259100",4,1,1,0,0
"2553",2553,"285900",4,0,0,1,100
"2554",2554,"4403360",4,0,1,0,100
"2555",2555,"337000",4,0,0,1,300
"2556",2556,"286800",4,1,1,1,3000
"2557",2557,"288900",4,0,0,0,14000
"2558",2558,"289600",4,1,0,1,0
"2559",2559,"291800",4,1,0,1,0
"2560",2560,"264400",4,1,1,1,7000
"2561",2561,"347100",4,1,1,1,14000
"2562",2562,"305900",4,0,0,1,100
"2563",2563,"263700",4,1,1,1,1500
"2564",2564,"286800",4,1,1,1,350
"2565",2565,"293700",4,1,0,0,1500
"2566",2566,"259300",4,1,0,1,0
"2567",2567,"258000",4,1,0,1,11000
"2568",2568,"290300",4,0,0,0,2000
"2569",2569,"286800",4,1,1,1,350
"2570",2570,"312200",4,0,0,1,0
"2572",2572,"286800",4,1,1,0,3000
"2573",2573,"346300",4,1,0,0,3
"2574",2574,"290300",4,0,0,1,1300
"2575",2575,"275100",4,1,1,0,0
"2577",2577,"329900",4,1,1,1,8000
"2578",2578,"4403350",4,1,1,1,20
"2579",2579,"290700",4,1,1,1,0
"2580",2580,"284000",4,0,1,0,3000
"2581",2581,"328900",4,1,1,1,0
"2582",2582,"276300",4,0,1,0,6133
"2583",2583,"287400",4,0,0,1,3000
"2584",2584,"299000",4,1,0,1,501
"2585",2585,"271600",4,1,1,1,0
"2586",2586,"291700",4,1,1,1,0
"2587",2587,"292400",4,0,0,0,400
"2588",2588,"327700",4,0,1,0,0
"2589",2589,"286100",4,1,1,1,200
"2590",2590,"326000",4,1,1,1,0
"2591",2591,"292500",4,0,1,1,6000
"2592",2592,"299000",4,0,0,1,9000
"2593",2593,"347100",4,1,1,0,3400
"2594",2594,"275000",4,0,0,1,6000
"2595",2595,"278500",4,1,1,1,6000
"2596",2596,"327500",4,0,0,1,9000
"2597",2597,"4401290",4,1,1,1,2500
"2598",2598,"326200",4,1,0,1,5700
"2599",2599,"318200",4,1,0,0,0
"2600",2600,"277600",4,1,1,1,500
"2601",2601,"327100",4,1,1,1,0
"2602",2602,"286900",4,1,1,1,500
"2603",2603,"314000",4,0,1,0,0
"2604",2604,"286900",4,0,1,1,0
"2605",2605,"329300",4,1,0,0,0
"2606",2606,"286900",4,1,1,0,0
"2607",2607,"287800",4,0,1,1,3000
"2608",2608,"346100",4,1,1,1,5000
"2609",2609,"287800",4,0,1,1,400
"2612",2612,"287800",4,1,1,1,1500
"2613",2613,"329300",4,0,0,0,6500
"2614",2614,"275000",4,0,0,0,2000
"2615",2615,"269100",4,1,0,1,1000
"2616",2616,"327500",4,0,0,0,0
"2617",2617,"291700",4,1,1,1,0
"2618",2618,"310100",4,1,0,1,1500
"2619",2619,"291700",4,1,1,1,1500
"2620",2620,"330200",4,0,1,0,0
"2621",2621,"289400",4,1,1,1,700
"2622",2622,"4403110",4,1,1,1,0
"2623",2623,"310200",4,0,1,0,7000
"2624",2624,"4403480",4,1,0,1,2400
"2625",2625,"291700",4,1,1,0,1500
"2626",2626,"292600",4,1,0,1,1700
"2627",2627,"327300",4,1,1,0,5700
"2628",2628,"4406120",4,0,0,0,8000
"2630",2630,"292600",4,0,0,0,1500
"2631",2631,"269000",4,0,0,1,3500
"2632",2632,"292500",4,1,1,1,6000
"2633",2633,"286800",4,1,1,1,650
"2634",2634,"275600",4,1,0,1,0
"2635",2635,"287400",4,1,0,0,0
"2636",2636,"287800",4,1,1,1,4000
"2637",2637,"265600",4,1,0,1,35000
"2638",2638,"318200",4,1,0,1,0
"2639",2639,"285900",4,1,0,1,6000
"2640",2640,"290000",4,0,0,0,0
"2641",2641,"311400",4,0,0,0,0
"2642",2642,"4403620",4,0,0,1,85000
"2643",2643,"290000",4,0,0,1,0
"2644",2644,"271600",4,1,1,1,0
"2645",2645,"290000",4,0,0,1,10000
"2646",2646,"4401080",4,1,1,1,400
"2647",2647,"290000",4,0,0,0,0
"2648",2648,"4404130",4,0,1,0,1000
"2649",2649,"286100",4,1,1,1,300
"2650",2650,"4403360",4,1,1,0,0
"2651",2651,"297300",4,0,1,1,300
"2652",2652,"315900",4,1,1,0,600
"2654",2654,"312300",4,0,0,0,500
"2655",2655,"288900",4,0,0,0,9000
"2656",2656,"4403470",4,1,0,1,300
"2657",2657,"315400",4,0,1,1,500
"2658",2658,"315400",4,0,1,1,5500
"2659",2659,"4403010",4,1,0,1,500
"2660",2660,"4403290",4,1,1,1,15000
"2661",2661,"346400",4,1,1,1,5000
"2662",2662,"312500",4,1,0,1,60000
"2663",2663,"312500",4,0,0,0,7000
"2664",2664,"328600",4,1,0,1,16000
"2665",2665,"311400",4,1,0,1,0
"2666",2666,"312300",4,0,0,0,1500
"2668",2668,"258000",4,1,0,1,11000
"2670",2670,"346200",4,0,0,0,1600
"2672",2672,"279300",4,1,0,1,5002
"2673",2673,"306600",4,0,0,1,0
"2674",2674,"273700",4,0,0,0,700
"2675",2675,"286900",4,1,1,1,700
"2676",2676,"294300",4,0,0,0,9000
"2677",2677,"4404130",4,1,1,1,2000
"2678",2678,"271600",4,0,1,1,0
"2680",2680,"293600",4,0,0,1,15000
"2681",2681,"318200",4,1,0,0,0
"2682",2682,"284000",4,0,1,0,0
"2683",2683,"259100",4,1,1,1,0
"2685",2685,"292500",4,1,1,0,600
"2686",2686,"311400",4,0,0,1,0
"2688",2688,"314000",4,0,1,0,0
"2689",2689,"289200",4,0,1,0,4000
"2690",2690,"328600",4,0,0,1,0
"2691",2691,"314000",4,1,1,1,0
"2693",2693,"329900",4,1,1,1,3000
"2694",2694,"329900",4,1,1,1,11000
"2695",2695,"316000",4,1,1,1,0
"2697",2697,"286100",4,1,1,1,200
"2699",2699,"297300",4,1,1,1,0
"2700",2700,"311400",4,0,0,0,0
"2701",2701,"311400",4,1,0,1,5000
"2702",2702,"259600",4,1,1,1,1000
"2703",2703,"312300",4,0,0,0,0
"2704",2704,"329900",4,1,1,1,3000
"2705",2705,"259800",4,1,0,0,800
"2706",2706,"286100",4,0,1,0,100
"2707",2707,"259800",4,0,0,0,500
"2708",2708,"292400",4,0,0,1,500
"2709",2709,"259800",4,0,0,1,15000
"2710",2710,"259800",4,0,0,0,9000
"2711",2711,"303500",4,0,0,1,300
"2712",2712,"315900",4,0,1,1,7500
"2713",2713,"266700",4,0,0,0,200
"2714",2714,"346100",4,1,1,1,300
"2715",2715,"259800",4,0,0,0,0
"2718",2718,"285900",4,1,0,1,4000
"2719",2719,"305900",4,0,0,1,1000
"2720",2720,"266700",4,0,0,0,4000
"2721",2721,"283000",4,1,0,0,5000
"2722",2722,"278500",4,0,1,1,10133
"2723",2723,"287100",4,1,1,1,1500
"2724",2724,"327500",4,1,0,1,2000
"2725",2725,"327700",4,1,1,1,1200
"2726",2726,"265500",4,1,0,0,2100
"2727",2727,"307700",4,1,1,1,500
"2728",2728,"265600",4,1,0,0,7000
"2729",2729,"327700",4,1,1,1,1500
"2730",2730,"327300",4,0,1,0,5700
"2732",2732,"259600",4,1,1,0,1200
"2734",2734,"282900",4,0,1,1,400
"2735",2735,"259800",4,1,0,1,2500
"2736",2736,"307800",4,1,1,1,500
"2737",2737,"264400",4,1,1,1,2000
"2739",2739,"275100",4,0,1,0,3500
"2740",2740,"275100",4,1,1,0,2000
"2741",2741,"275100",4,0,1,1,0
"2742",2742,"269000",4,0,0,1,73000
"2743",2743,"343400",4,0,0,0,3000
"2745",2745,"310400",4,1,1,1,300
"2746",2746,"263700",4,1,1,1,0
"2747",2747,"286800",4,1,1,0,650
"2749",2749,"286800",4,0,1,0,2000
"2751",2751,"4403410",4,1,1,1,2000
"2752",2752,"311400",4,0,0,0,0
"2753",2753,"288700",4,1,0,1,900
"2754",2754,"264900",4,1,0,1,500
"2755",2755,"289400",4,1,1,0,7000
"2756",2756,"265500",4,1,0,1,0
"2757",2757,"286800",4,1,1,1,350
"2759",2759,"265500",4,0,0,0,5000
"2760",2760,"279300",4,0,0,0,5300
"2761",2761,"315900",4,0,1,1,12000
"2762",2762,"289300",4,1,1,1,0
"2763",2763,"290300",4,0,0,1,2000
"2764",2764,"306600",4,0,0,0,0
"2765",2765,"286900",4,0,1,0,500
"2767",2767,"259300",4,0,0,0,5000
"2768",2768,"264400",4,0,1,0,10000
"2770",2770,"347500",4,0,0,0,0
"2771",2771,"278500",4,1,1,0,1123
"2772",2772,"259100",4,1,1,1,0
"2773",2773,"4403330",4,0,0,0,4000
"2774",2774,"286000",4,1,1,1,15700
"2775",2775,"318200",4,1,0,1,0
"2776",2776,"286900",4,1,1,1,200
"2777",2777,"285700",4,0,0,0,500
"2778",2778,"259100",4,0,1,0,500
"2780",2780,"4403370",4,0,0,1,700
"2781",2781,"292400",4,1,0,1,800
"2782",2782,"259300",4,0,0,0,30000
"2783",2783,"259100",4,1,1,1,200
"2784",2784,"259600",4,1,1,1,200
"2785",2785,"289400",4,1,1,1,11000
"2786",2786,"259600",4,1,1,1,200
"2787",2787,"315400",4,1,1,0,1500
"2788",2788,"328700",4,1,1,1,0
"2790",2790,"286900",4,0,1,1,300
"2791",2791,"259800",4,1,0,1,1600
"2792",2792,"290200",4,0,0,1,0
"2793",2793,"277800",4,1,1,1,200
"2794",2794,"306300",4,0,1,1,2650
"2795",2795,"259800",4,0,0,0,22000
"2796",2796,"286100",4,1,1,0,300
"2797",2797,"343400",4,0,0,0,2
"2798",2798,"288600",4,1,1,1,2000
"2799",2799,"286500",4,1,1,1,54000
"2800",2800,"328600",4,0,0,1,2000
"2801",2801,"289600",4,1,0,1,0
"2802",2802,"347500",4,1,0,1,16000
"2803",2803,"311400",4,0,0,0,0
"2805",2805,"4403360",4,1,1,0,0
"2806",2806,"309900",4,0,1,0,0
"2807",2807,"4403360",4,1,1,0,600
"2808",2808,"311600",4,0,0,0,4000
"2810",2810,"307800",4,0,1,1,200
"2811",2811,"4403360",4,1,1,0,0
"2812",2812,"276200",4,1,0,1,13000
"2813",2813,"329800",4,0,0,0,0
"2814",2814,"287400",4,0,0,1,15700
"2815",2815,"292300",4,0,0,0,0
"2816",2816,"292400",4,0,0,0,5000
"2817",2817,"292400",4,1,0,0,52000
"2818",2818,"339300",4,1,1,1,5000
"2819",2819,"292500",4,0,1,0,7000
"2821",2821,"286900",4,1,1,0,4500
"2822",2822,"327300",4,1,1,0,2000
"2823",2823,"4403350",4,1,1,1,20
"2824",2824,"271600",4,0,1,1,0
"2825",2825,"288700",4,0,0,0,35000
"2826",2826,"274800",4,0,1,0,0
"2827",2827,"258000",4,1,0,1,0
"2828",2828,"292600",4,0,0,0,2500
"2829",2829,"286800",4,1,1,0,150
"2830",2830,"287800",4,1,1,0,200
"2831",2831,"4404130",4,0,1,0,1000
"2832",2832,"263700",4,0,1,1,0
"2834",2834,"285900",4,0,0,0,2500
"2835",2835,"292600",4,0,0,1,1700
"2836",2836,"4403470",4,0,0,0,700
"2837",2837,"330200",4,1,1,1,0
"2838",2838,"284600",4,1,0,1,1500
"2839",2839,"291700",4,1,1,1,1500
"2840",2840,"286000",4,0,1,0,0
"2841",2841,"285900",4,0,0,0,4000
"2842",2842,"275100",4,1,1,1,5200
"2843",2843,"291700",4,1,1,1,0
"2844",2844,"291700",4,0,1,0,2000
"2845",2845,"316000",4,1,1,1,0
"2846",2846,"290300",4,0,0,0,1300
"2847",2847,"285900",4,0,0,0,4000
"2848",2848,"347500",4,1,0,1,0
"2849",2849,"263700",4,0,1,1,0
"2850",2850,"286900",4,1,1,0,500
"2851",2851,"346100",4,1,1,1,5000
"2852",2852,"258000",4,1,0,1,0
"2853",2853,"288900",4,0,0,1,5700
"2856",2856,"306500",4,1,1,1,0
"2857",2857,"290300",4,0,0,0,0
"2858",2858,"294300",4,1,0,1,0
"2859",2859,"330200",4,1,1,1,1200
"2860",2860,"346300",4,1,0,0,2000
"2861",2861,"279300",4,0,0,1,1500
"2862",2862,"328400",4,0,0,0,0
"2863",2863,"328600",4,0,0,0,4000
"2864",2864,"290300",4,1,0,1,2000
"2865",2865,"288600",4,1,1,1,7000
"2866",2866,"4403480",4,0,0,1,4300
"2867",2867,"291600",4,1,0,0,200
"2868",2868,"291600",4,0,0,0,400
"2870",2870,"291600",4,0,0,0,1200
"2871",2871,"291600",4,0,0,0,10000
"2872",2872,"347100",4,1,1,1,11000
"2873",2873,"291600",4,1,0,1,7000
"2874",2874,"291600",4,0,0,0,15700
"2875",2875,"292100",4,1,1,0,900
"2876",2876,"286100",4,1,1,1,200
"2877",2877,"286100",4,1,1,0,300
"2878",2878,"259100",4,1,1,1,500
"2879",2879,"286100",4,0,1,1,300
"2880",2880,"286100",4,1,1,1,300
"2881",2881,"287100",4,1,1,0,1000
"2882",2882,"312300",4,1,0,1,500
"2883",2883,"286800",4,0,1,0,650
"2884",2884,"286400",4,1,1,0,300
"2886",2886,"286800",4,1,1,1,650
"2887",2887,"259700",4,0,1,0,0
"2888",2888,"290000",4,1,0,1,0
