"","X","id","DistrictId","Z","A","D","Y"
"6294",6294,"2820200",26,1,1,1,5000
"6295",6295,"2848000",26,1,1,1,1000
"6296",6296,"2803800",26,0,0,1,0
"6297",6297,"2791500",26,0,0,0,100
"6299",6299,"2865600",26,0,0,0,0
"6300",6300,"2870900",26,1,0,1,350
"6301",6301,"2817200",26,0,1,0,22000
"6302",6302,"4610040",26,0,0,0,500
"6303",6303,"2858000",26,0,0,0,1300
"6304",6304,"2793000",26,0,0,0,2200
"6305",6305,"2815500",26,1,1,1,5000
"6306",6306,"2820100",26,0,0,0,3550
"6307",6307,"2815500",26,1,1,1,82000
"6308",6308,"2869600",26,1,1,1,13800
"6309",6309,"2796400",26,0,0,1,650
"6310",6310,"2813500",26,1,1,0,6000
"6311",6311,"2889400",26,0,0,0,150
"6312",6312,"2858000",26,1,0,1,350
"6313",6313,"2820100",26,0,0,1,1050
"6314",6314,"2791700",26,1,1,1,2000
"6315",6315,"2870400",26,1,0,1,500
"6316",6316,"2780200",26,1,1,0,20
"6317",6317,"2766300",26,1,0,1,0
"6318",6318,"2788400",26,1,1,0,1500
"6319",6319,"2783000",26,0,1,0,200
"6320",6320,"2823400",26,1,1,1,5000
"6321",6321,"2763100",26,1,1,0,6000
"6322",6322,"2776200",26,1,1,1,1000
"6323",6323,"2763100",26,0,1,0,40000
"6324",6324,"2815500",26,1,1,1,6000
"6325",6325,"2865300",26,1,0,1,0
"6327",6327,"2824300",26,0,1,1,9000
"6328",6328,"2882500",26,0,1,0,400
"6329",6329,"2813800",26,0,0,0,7000
"6330",6330,"2784400",26,1,1,1,0
"6331",6331,"2820100",26,0,0,0,10000
"6332",6332,"2865000",26,0,1,0,700
"6333",6333,"2815500",26,0,1,0,5000
"6334",6334,"4264090",26,1,1,1,300
"6335",6335,"2793000",26,1,0,1,5000
"6336",6336,"2789500",26,1,0,0,700
"6337",6337,"2776200",26,0,1,0,1000
"6339",6339,"2776200",26,1,1,1,500
"6340",6340,"2889400",26,0,0,0,400
"6341",6341,"2871800",26,1,1,1,3000
"6342",6342,"2863700",26,1,1,1,2500
"6344",6344,"2828700",26,0,1,1,700
"6345",6345,"2815500",26,1,1,1,50500
"6346",6346,"2848000",26,1,1,1,1000
"6347",6347,"2820000",26,0,0,1,20
"6348",6348,"2873200",26,0,0,1,0
"6349",6349,"2864800",26,1,1,1,0
"6350",6350,"2802600",26,1,1,1,0
"6351",6351,"2778000",26,1,1,1,900
"6352",6352,"2814100",26,1,1,0,0
"6353",6353,"2764600",26,0,1,0,700
"6354",6354,"2783800",26,0,0,0,30000
"6355",6355,"2814200",26,0,1,0,0
"6356",6356,"4610120",26,0,0,0,600
"6357",6357,"2788200",26,1,0,0,1000
"6358",6358,"2887500",26,1,1,1,0
"6359",6359,"2766300",26,0,0,0,0
"6360",6360,"2789900",26,0,0,0,5200
"6361",6361,"2873200",26,0,0,0,0
"6362",6362,"2817300",26,0,1,0,900
"6363",6363,"2789900",26,0,0,1,200
"6364",6364,"2802600",26,1,1,0,1000
"6365",6365,"2793000",26,1,0,1,500
"6366",6366,"2771000",26,1,1,1,32000
"6367",6367,"2865300",26,1,0,1,500
"6368",6368,"2781000",26,0,0,1,8200
"6369",6369,"2763900",26,1,1,1,0
"6370",6370,"2863700",26,1,1,1,500
"6371",6371,"2791500",26,1,0,1,300
"6373",6373,"2822600",26,1,1,1,500
"6374",6374,"4264090",26,1,1,1,1100
"6375",6375,"2822700",26,0,0,0,9000
"6376",6376,"2787800",26,1,0,0,500
"6377",6377,"2769700",26,0,1,0,7000
"6378",6378,"2870400",26,1,0,1,800
"6379",6379,"2801400",26,0,0,0,4000
"6380",6380,"2769700",26,0,1,0,25000
"6381",6381,"2783700",26,1,1,1,40000
"6382",6382,"2882600",26,1,0,1,500
"6383",6383,"2811700",26,1,0,1,4000
"6384",6384,"2802600",26,0,1,0,0
"6385",6385,"2778000",26,1,1,1,500
"6386",6386,"2870500",26,0,1,1,350
"6387",6387,"2802600",26,1,1,1,7000
"6388",6388,"2820600",26,0,0,1,4
"6389",6389,"2799800",26,0,1,1,0
"6390",6390,"2828500",26,1,0,1,2050
"6391",6391,"2799700",26,1,1,1,14000
"6392",6392,"2825900",26,1,1,1,5000
"6393",6393,"2772600",26,1,0,0,50000
"6394",6394,"2816000",26,0,0,1,600
"6395",6395,"2874600",26,1,0,0,2800
"6396",6396,"2857900",26,0,0,0,13800
"6398",6398,"2766800",26,0,0,0,0
"6399",6399,"4264090",26,1,1,0,1200
"6400",6400,"2783700",26,0,1,1,800
"6401",6401,"2803900",26,1,0,0,4000
"6402",6402,"2788200",26,0,0,0,0
"6403",6403,"2842700",26,1,1,0,500
"6404",6404,"2804300",26,1,0,1,50
"6405",6405,"2788500",26,1,1,1,1000
"6406",6406,"2848000",26,1,1,0,2000
"6407",6407,"2818700",26,1,1,1,0
"6408",6408,"2767600",26,1,1,1,4000
"6409",6409,"2869200",26,0,0,0,550
"6410",6410,"2786000",26,0,0,0,11000
"6411",6411,"2870900",26,1,0,1,400
"6412",6412,"2780200",26,1,1,0,20
"6413",6413,"2771000",26,1,1,1,5500
"6414",6414,"2791800",26,0,0,0,10000
"6415",6415,"2789900",26,0,0,1,5000
"6416",6416,"2869700",26,1,0,1,5000
"6418",6418,"2799700",26,1,1,1,700
"6419",6419,"2805600",26,0,0,0,5000
"6420",6420,"2819200",26,0,0,1,0
"6421",6421,"2764600",26,1,1,1,300
"6422",6422,"2866600",26,1,1,0,0
"6423",6423,"2865600",26,0,0,0,0
"6424",6424,"2863700",26,1,1,1,350
"6425",6425,"2803900",26,0,0,0,3000
"6426",6426,"2819800",26,0,0,0,1000
"6427",6427,"2848000",26,1,1,1,1000
"6428",6428,"2794000",26,1,1,0,14000
"6429",6429,"2813300",26,0,0,0,0
"6430",6430,"2783000",26,0,1,0,700
"6431",6431,"2770600",26,1,0,1,5000
"6432",6432,"2793000",26,0,0,1,6500
"6433",6433,"2829000",26,0,0,0,38000
"6434",6434,"4610120",26,1,0,1,500
"6435",6435,"2869000",26,0,1,0,600
"6436",6436,"2777300",26,1,1,1,550
"6437",6437,"2812500",26,1,1,0,0
"6438",6438,"2788400",26,1,1,1,0
"6439",6439,"2763900",26,1,1,1,35000
"6440",6440,"2857900",26,0,0,0,3800
"6441",6441,"2793000",26,0,0,1,690
"6442",6442,"2827800",26,1,1,1,950
"6443",6443,"2869200",26,0,0,1,350
"6444",6444,"2863700",26,1,1,1,4800
"6445",6445,"2865300",26,0,0,0,500
"6447",6447,"2869700",26,0,0,1,200
"6448",6448,"2780200",26,0,1,0,20
"6449",6449,"2789700",26,0,1,0,1000
"6450",6450,"2782000",26,1,0,0,1300
"6451",6451,"2865000",26,1,1,1,400
"6452",6452,"2806000",26,1,1,0,0
"6453",6453,"2813300",26,0,0,0,0
"6454",6454,"2816000",26,1,0,1,900
"6455",6455,"2809600",26,0,0,0,4000
"6456",6456,"2865300",26,0,0,0,500
"6457",6457,"2789900",26,1,0,1,50000
"6458",6458,"2829300",26,1,1,1,500
"6459",6459,"2869600",26,1,1,0,5000
"6460",6460,"2786300",26,1,1,0,10000
"6462",6462,"2882600",26,1,0,1,300
"6464",6464,"2817400",26,1,1,1,0
"6465",6465,"2780200",26,0,1,0,20
"6466",6466,"2848000",26,1,1,1,1000
"6467",6467,"2786300",26,0,1,0,5200
"6468",6468,"2778000",26,1,1,1,200
"6469",6469,"2826300",26,0,0,0,5000
"6470",6470,"2882600",26,0,0,0,0
"6471",6471,"2809500",26,0,0,0,900
"6472",6472,"4264090",26,1,1,1,1000
"6473",6473,"2781000",26,1,0,1,1500
"6474",6474,"2826200",26,1,1,1,700
"6475",6475,"2777200",26,0,0,0,20
"6476",6476,"2818700",26,1,1,0,200
"6477",6477,"2816400",26,1,1,1,20
"6478",6478,"2800300",26,1,1,1,600
"6479",6479,"2874000",26,0,0,1,300
"6480",6480,"2781000",26,1,0,1,1800
"6481",6481,"2825400",26,0,0,1,700
"6482",6482,"2791800",26,0,0,0,7000
"6483",6483,"2869700",26,1,0,0,200
"6484",6484,"2764600",26,0,1,0,300
"6485",6485,"2768700",26,1,1,1,8500
"6486",6486,"2869800",26,1,1,1,0
"6488",6488,"2778700",26,1,1,0,1500
"6489",6489,"2800200",26,1,1,1,0
"6490",6490,"2825300",26,1,0,0,2800
"6492",6492,"2761900",26,1,1,1,5500
"6493",6493,"2772600",26,0,0,0,30000
"6494",6494,"2871700",26,0,0,0,0
"6495",6495,"2769500",26,0,0,0,25000
"6496",6496,"2796400",26,0,0,1,2
"6497",6497,"2793000",26,0,0,0,300
"6498",6498,"2828500",26,0,0,1,5000
"6499",6499,"2764900",26,1,0,1,700
"6500",6500,"2765200",26,0,1,1,0
"6501",6501,"2781000",26,0,0,1,40000
"6502",6502,"2863700",26,1,1,1,2400
"6503",6503,"2789700",26,1,1,1,2000
"6504",6504,"2866300",26,0,0,0,700
"6505",6505,"2882500",26,1,1,1,0
"6506",6506,"2829300",26,1,1,1,0
"6507",6507,"2865000",26,1,1,1,350
"6508",6508,"2828500",26,1,0,1,3550
"6509",6509,"2825300",26,0,0,1,1500
"6510",6510,"2768700",26,1,1,1,3000
"6511",6511,"2799800",26,1,1,1,0
"6512",6512,"2822700",26,1,0,1,2500
"6513",6513,"2796000",26,1,0,0,2000
"6514",6514,"2820700",26,0,0,0,1100
"6515",6515,"2865300",26,0,0,0,500
"6516",6516,"2826500",26,1,1,1,900
"6517",6517,"2857900",26,0,0,0,2800
"6518",6518,"2815400",26,1,1,1,20000
"6519",6519,"2799800",26,1,1,1,0
"6520",6520,"2801400",26,0,0,1,4000
"6521",6521,"2828900",26,1,1,0,0
"6522",6522,"2825500",26,1,0,0,20
"6523",6523,"2802600",26,1,1,1,200
"6524",6524,"4264090",26,0,1,0,300
"6525",6525,"2806800",26,1,1,1,5000
"6526",6526,"2810800",26,0,1,0,0
"6527",6527,"2804300",26,1,0,1,0
"6528",6528,"2803800",26,0,0,0,1100
"6529",6529,"2817400",26,1,1,1,2000
"6530",6530,"2769700",26,1,1,1,75000
"6531",6531,"2764900",26,1,0,1,700
"6532",6532,"2805500",26,1,0,1,500
"6533",6533,"2830900",26,1,1,0,800
"6534",6534,"2825900",26,1,1,1,0
"6535",6535,"2806800",26,1,1,1,2500
"6537",6537,"2870400",26,1,0,0,700
"6538",6538,"2828900",26,1,1,1,2500
"6539",6539,"2815700",26,0,1,0,6500
"6540",6540,"2800200",26,1,1,1,0
"6541",6541,"2806800",26,1,1,1,0
"6542",6542,"2869600",26,1,1,1,500
"6543",6543,"2869800",26,1,1,1,0
"6545",6545,"2780200",26,1,1,1,20
"6546",6546,"2802600",26,1,1,1,2500
"6547",6547,"2873200",26,1,0,1,0
"6548",6548,"2765300",26,0,0,0,3000
"6549",6549,"2847800",26,1,0,1,1000
"6550",6550,"2829300",26,0,1,0,0
"6551",6551,"2784400",26,1,1,1,0
"6552",6552,"2829000",26,1,0,1,0
"6554",6554,"2802600",26,1,1,0,4000
"6557",6557,"2882600",26,1,0,1,400
"6558",6558,"2870900",26,0,0,0,400
"6559",6559,"2761900",26,1,1,0,90000
"6560",6560,"2790300",26,1,1,1,800
"6561",6561,"2815400",26,1,1,1,2500
"6562",6562,"2776200",26,1,1,1,1000
"6563",6563,"4264080",26,0,0,0,200
"6564",6564,"2809600",26,0,0,0,5000
"6566",6566,"2829000",26,1,0,1,950
"6567",6567,"2789700",26,0,1,1,1000
"6568",6568,"2780200",26,1,1,1,900
"6569",6569,"2865300",26,1,0,1,500
"6570",6570,"2816000",26,0,0,0,800
"6571",6571,"2812300",26,1,0,1,1500
"6572",6572,"2782900",26,0,0,0,3500
"6574",6574,"2869200",26,1,0,1,1300
"6575",6575,"2809500",26,0,0,0,1600
"6576",6576,"2774900",26,0,0,0,500
"6577",6577,"2824200",26,1,1,1,5000
"6578",6578,"2802600",26,0,1,1,7000
"6579",6579,"2788200",26,0,0,1,800
"6580",6580,"2828800",26,0,0,0,1050
"6581",6581,"2781000",26,1,0,1,5000
"6582",6582,"2826600",26,1,1,1,0
"6583",6583,"2873000",26,1,1,1,0
"6584",6584,"2866700",26,1,1,0,3550
"6585",6585,"2817100",26,0,0,1,2000
"6586",6586,"2763100",26,1,1,0,5200
"6587",6587,"2865600",26,1,0,1,2800
"6588",6588,"2827800",26,1,1,1,30000
"6589",6589,"2874600",26,0,0,0,4800
"6590",6590,"2848000",26,0,1,1,1000
"6591",6591,"2783000",26,0,1,0,600
"6592",6592,"2781800",26,1,0,0,5000
"6593",6593,"2799800",26,1,1,0,0
"6594",6594,"2809500",26,1,0,0,1600
"6595",6595,"2812300",26,1,0,1,450
"6596",6596,"2764900",26,0,0,0,700
"6597",6597,"2804900",26,1,1,1,0
"6598",6598,"2816000",26,1,0,1,800
"6599",6599,"2822700",26,0,0,0,6500
"6600",6600,"2788500",26,1,1,1,500
"6601",6601,"2865100",26,0,1,0,3800
"6603",6603,"2777200",26,0,0,0,20
"6604",6604,"2789900",26,0,0,1,5000
"6605",6605,"2801400",26,1,0,1,4000
"6606",6606,"2828900",26,1,1,0,450
"6607",6607,"2798100",26,0,0,0,2000
"6608",6608,"2780200",26,1,1,0,20
"6609",6609,"2866700",26,1,1,0,4
"6610",6610,"2820100",26,1,0,1,0
"6612",6612,"2806800",26,1,1,1,2500
"6613",6613,"2757700",26,1,1,0,8000
"6615",6615,"2789400",26,0,0,0,2000
"6616",6616,"2865300",26,1,0,1,2500
"6617",6617,"2820000",26,0,0,0,1900
"6618",6618,"2817400",26,1,1,1,21000
"6619",6619,"2801400",26,1,0,1,4000
"6620",6620,"2825400",26,0,0,0,700
"6621",6621,"2779200",26,0,0,0,200
"6622",6622,"2869000",26,1,1,0,200
"6625",6625,"2782000",26,1,0,1,3000
"6626",6626,"2863700",26,1,1,1,1000
"6627",6627,"2866300",26,1,0,1,1000
"6628",6628,"2824200",26,0,1,1,5000
"6629",6629,"2770600",26,1,0,1,30000
"6630",6630,"2833600",26,0,0,1,2000
"6631",6631,"2865000",26,1,1,1,3800
"6632",6632,"2778000",26,1,1,1,300
"6633",6633,"2820900",26,1,1,1,900
"6634",6634,"2786000",26,0,0,0,7000
"6635",6635,"2784900",26,1,1,1,500
"6636",6636,"2784900",26,1,1,0,900
"6637",6637,"2847800",26,0,0,0,500
"6638",6638,"2775600",26,0,0,0,7500
"6639",6639,"2817400",26,0,1,0,2000
"6641",6641,"2858200",26,0,0,0,1300
"6642",6642,"2784900",26,0,1,1,600
"6643",6643,"2778000",26,1,1,1,100
"6644",6644,"2828500",26,0,0,0,700
"6645",6645,"2826500",26,1,1,1,1000
"6646",6646,"2770600",26,0,0,0,3200
"6647",6647,"2882600",26,0,0,0,400
"6648",6648,"2766800",26,0,0,0,0
"6649",6649,"2788400",26,0,1,1,300
"6650",6650,"2828900",26,1,1,0,3550
"6651",6651,"2870400",26,0,0,0,500
"6652",6652,"2781800",26,0,0,0,1500
"6653",6653,"2817300",26,1,1,0,700
"6654",6654,"2793000",26,1,0,0,42000
"6655",6655,"2793000",26,0,0,0,400
"6656",6656,"2804300",26,0,0,0,2500
"6657",6657,"2806800",26,1,1,1,550
"6658",6658,"2776200",26,0,1,0,1000
"6659",6659,"2816000",26,0,0,0,900
"6660",6660,"2789900",26,0,0,0,700
"6661",6661,"2793000",26,0,0,1,200
"6662",6662,"2769500",26,1,0,1,15000
"6663",6663,"2882600",26,1,0,0,500
"6664",6664,"2863700",26,1,1,1,100
"6665",6665,"2791500",26,0,0,0,300
"6667",6667,"2791800",26,0,0,0,7000
"6668",6668,"2842700",26,1,1,1,1000
"6669",6669,"2828500",26,1,0,1,950
"6670",6670,"2764600",26,1,1,1,55000
"6671",6671,"2858200",26,0,0,0,0
"6672",6672,"2806000",26,1,1,0,400
"6674",6674,"2809700",26,0,0,0,10000
"6675",6675,"2783000",26,1,1,1,700
"6676",6676,"2769700",26,1,1,1,15000
"6677",6677,"2824200",26,0,1,0,60000
"6678",6678,"2869000",26,1,1,0,3800
"6679",6679,"2887500",26,1,1,1,400
"6680",6680,"2858000",26,0,0,1,350
"6681",6681,"2882500",26,1,1,1,0
"6682",6682,"2777900",26,0,0,1,3000
"6683",6683,"2791700",26,1,1,1,2000
"6684",6684,"2820100",26,1,0,1,3550
"6685",6685,"2781800",26,1,0,1,1500
"6686",6686,"2866600",26,1,1,1,400
"6687",6687,"2777300",26,1,1,1,5000
"6688",6688,"2863900",26,1,1,1,400
"6689",6689,"2869000",26,1,1,1,4800
"6690",6690,"2791800",26,1,0,1,11600
"6693",6693,"2796800",26,1,1,0,5400
"6694",6694,"2865600",26,0,0,0,3800
"6695",6695,"2823200",26,1,1,1,2500
"6696",6696,"2804900",26,0,1,0,0
"6697",6697,"2781000",26,0,0,0,53000
"6698",6698,"2776200",26,0,1,0,1000
"6699",6699,"2825500",26,1,0,1,20
"6700",6700,"2782000",26,0,0,0,0
"6701",6701,"2763900",26,1,1,1,300
"6702",6702,"2817400",26,1,1,0,2000
"6703",6703,"2825400",26,0,0,1,700
"6705",6705,"2817500",26,0,0,0,200
"6706",6706,"2781900",26,1,0,1,800
"6707",6707,"2789900",26,0,0,1,5000
"6708",6708,"2822700",26,1,0,0,0
"6709",6709,"2820100",26,0,0,1,3550
"6710",6710,"2783800",26,1,0,1,30000
"6711",6711,"2827800",26,1,1,1,800
"6712",6712,"2789900",26,0,0,0,500
"6713",6713,"2826600",26,1,1,1,0
"6714",6714,"2820800",26,0,0,0,17500
"6715",6715,"2833900",26,1,1,1,1000
"6716",6716,"2799800",26,1,1,1,0
"6717",6717,"2869900",26,1,1,1,55000
"6718",6718,"2828600",26,0,0,0,1700
"6719",6719,"2805600",26,0,0,1,5000
"6720",6720,"2784400",26,0,1,0,0
"6721",6721,"2819200",26,0,0,0,300
"6722",6722,"2796400",26,1,0,1,300
"6723",6723,"2868600",26,1,1,1,1200
"6724",6724,"2833600",26,0,0,0,1000
"6726",6726,"2781000",26,0,0,0,55000
"6727",6727,"2779200",26,0,0,1,2200
"6728",6728,"2817100",26,1,0,1,200
"6729",6729,"2786000",26,0,0,0,5000
"6730",6730,"2822700",26,0,0,0,3300
"6731",6731,"2775600",26,1,0,1,5000
"6732",6732,"2778000",26,0,1,1,100
"6733",6733,"4610240",26,1,1,0,500
"6734",6734,"2800200",26,1,1,1,0
"6735",6735,"2799800",26,0,1,1,4000
"6736",6736,"2800200",26,1,1,0,0
"6737",6737,"2801400",26,1,0,1,4000
"6738",6738,"2827800",26,1,1,1,950
"6739",6739,"4264080",26,0,0,0,200
"6740",6740,"2763900",26,1,1,1,5500
"6741",6741,"2781000",26,0,0,0,4000
"6742",6742,"2869000",26,1,1,1,0
"6744",6744,"2869600",26,1,1,1,500
"6745",6745,"2763900",26,1,1,1,0
"6746",6746,"2804900",26,1,1,1,0
"6747",6747,"2823400",26,0,1,1,6500
"6748",6748,"2811700",26,0,0,1,450
"6749",6749,"2824500",26,0,1,0,2050
"6750",6750,"2865000",26,1,1,1,13800
"6751",6751,"2806000",26,0,1,0,800
"6752",6752,"2823400",26,1,1,1,1050
"6753",6753,"2828800",26,1,0,1,4200
"6754",6754,"2800200",26,1,1,0,0
"6755",6755,"2820000",26,0,0,1,3300
"6756",6756,"2783800",26,1,0,1,2000
"6757",6757,"2829000",26,1,0,1,2000
"6758",6758,"2763900",26,0,1,1,600
"6759",6759,"2816000",26,0,0,1,1300
"6760",6760,"2825300",26,0,0,1,11200
"6761",6761,"2820100",26,0,0,1,0
"6762",6762,"2812500",26,1,1,1,5000
"6763",6763,"2806000",26,0,1,0,1500
"6764",6764,"2767700",26,0,1,0,49000
"6765",6765,"2842700",26,1,1,0,1000
"6766",6766,"2788200",26,0,0,0,80000
"6767",6767,"2802600",26,1,1,1,7000
"6768",6768,"2788200",26,1,0,0,150
"6769",6769,"2828900",26,1,1,1,0
"6770",6770,"2796400",26,0,0,1,600
"6771",6771,"2788500",26,1,1,1,1000
"6772",6772,"2866400",26,0,0,0,2500
"6773",6773,"2789700",26,1,1,1,1000
"6774",6774,"2796800",26,1,1,1,1500
"6775",6775,"2803800",26,1,0,1,15000
"6776",6776,"2788500",26,1,1,0,1000
"6778",6778,"2789400",26,1,0,1,4300
"6779",6779,"2820000",26,0,0,0,20
"6781",6781,"2788400",26,1,1,1,200
"6782",6782,"2802600",26,1,1,1,0
"6783",6783,"2791800",26,1,0,1,15000
"6784",6784,"2865300",26,1,0,1,500
"6785",6785,"2820000",26,1,0,0,6200
"6786",6786,"2820000",26,0,0,0,1300
"6787",6787,"2830900",26,1,1,0,800
"6789",6789,"2789400",26,0,0,0,2000
"6790",6790,"2804300",26,1,0,1,0
"6791",6791,"2784900",26,0,1,0,1600
"6792",6792,"2863700",26,1,1,1,2800
"6793",6793,"2820100",26,0,0,0,0
"6795",6795,"2870900",26,0,0,0,400
"6796",6796,"2764900",26,0,0,0,700
"6797",6797,"2774900",26,0,0,0,8000
"6798",6798,"2858000",26,1,0,1,500
"6799",6799,"2770600",26,0,0,1,10000
"6800",6800,"2763900",26,1,1,0,200
"6801",6801,"2798100",26,0,0,1,3000
"6802",6802,"2763900",26,1,1,1,400
"6803",6803,"2820000",26,1,0,1,20
"6804",6804,"2766300",26,0,0,1,500
"6805",6805,"2788500",26,1,1,1,100
"6806",6806,"2796800",26,1,1,1,20
"6807",6807,"2763900",26,1,1,0,900
"6809",6809,"2830900",26,0,1,1,2300
"6812",6812,"2865300",26,1,0,1,1100
"6813",6813,"2820000",26,0,0,1,20
"6814",6814,"2865100",26,1,1,0,0
"6815",6815,"2815500",26,1,1,1,30000
"6816",6816,"2863700",26,1,1,1,2200
"6817",6817,"2761900",26,0,1,1,500
"6818",6818,"2874000",26,0,0,0,3200
"6819",6819,"2767700",26,0,1,1,4500
"6820",6820,"2820200",26,1,1,1,5000
"6821",6821,"2778000",26,1,1,0,5000
"6822",6822,"2819500",26,1,1,1,5000
"6823",6823,"2782900",26,1,0,1,0
"6824",6824,"2802200",26,1,1,1,5000
"6826",6826,"2818600",26,0,0,0,3200
"6827",6827,"2790300",26,1,1,0,5500
"6828",6828,"2777200",26,0,0,1,20
"6829",6829,"2788500",26,1,1,1,1000
"6830",6830,"2811400",26,0,1,0,0
"6831",6831,"2757700",26,1,1,0,30000
"6832",6832,"2802600",26,1,1,1,0
"6833",6833,"2819700",26,0,0,0,100
"6835",6835,"2763100",26,1,1,1,8000
"6836",6836,"2869600",26,1,1,0,13800
"6837",6837,"2770600",26,1,0,1,10000
"6838",6838,"2882500",26,0,1,1,500
"6839",6839,"2824200",26,1,1,1,5000
"6840",6840,"2870500",26,1,1,1,550
"6841",6841,"2788500",26,1,1,0,1000
"6842",6842,"2826200",26,0,1,0,400
"6843",6843,"2763900",26,1,1,0,1400
"6844",6844,"2766800",26,1,0,1,5000
"6845",6845,"2828600",26,0,0,0,3550
"6846",6846,"2789700",26,1,1,1,1500
"6848",6848,"2833900",26,0,1,1,1000
"6849",6849,"2828900",26,0,1,0,650
"6850",6850,"2817400",26,1,1,1,400
"6851",6851,"2780200",26,1,1,1,20
"6852",6852,"2827000",26,0,0,0,4
"6853",6853,"2789400",26,0,0,0,2000
"6854",6854,"2820100",26,1,0,1,60000
"6855",6855,"2772300",26,1,1,1,700
"6857",6857,"2828900",26,1,1,1,0
"6858",6858,"2802200",26,0,1,0,5000
"6859",6859,"2887500",26,1,1,0,500
"6860",6860,"2863700",26,1,1,1,5800
"6862",6862,"2799700",26,1,1,1,10400
"6863",6863,"2870500",26,1,1,1,400
"6864",6864,"2819700",26,0,0,0,300
"6865",6865,"2757700",26,1,1,1,30000
"6866",6866,"2825400",26,1,0,1,700
"6867",6867,"2789900",26,0,0,1,700
"6868",6868,"2869900",26,0,1,0,200
"6869",6869,"2865300",26,0,0,0,50
"6870",6870,"2765200",26,1,1,1,200
"6871",6871,"2865000",26,1,1,1,400
"6872",6872,"2789400",26,0,0,1,2000
"6873",6873,"2825700",26,0,0,1,300
"6874",6874,"2818600",26,0,0,0,5000
"6875",6875,"2882500",26,1,1,1,500
"6876",6876,"2889400",26,0,0,0,3000
"6877",6877,"2819400",26,1,1,1,0
"6878",6878,"2813400",26,1,1,1,550
"6879",6879,"2819500",26,1,1,1,5000
"6880",6880,"2866700",26,1,1,1,300
"6881",6881,"2885100",26,1,0,1,0
"6882",6882,"2885100",26,0,0,0,500
"6883",6883,"2775600",26,1,0,1,65000
"6884",6884,"2885100",26,1,0,1,0
"6885",6885,"2826500",26,0,1,1,800
"6889",6889,"2825300",26,0,0,0,3550
"6890",6890,"2882500",26,1,1,1,500
"6891",6891,"2791800",26,0,0,0,12500
"6892",6892,"2824300",26,1,1,1,500
"6893",6893,"2812300",26,1,0,1,2000
"6894",6894,"2767600",26,0,1,1,50000
"6895",6895,"2857900",26,0,0,0,540
"6896",6896,"2812500",26,1,1,1,800
"6897",6897,"2811400",26,1,1,1,100
"6898",6898,"2820200",26,0,1,1,40000
"6900",6900,"4264090",26,1,1,0,40000
"6901",6901,"2764600",26,1,1,1,0
"6902",6902,"2848000",26,1,1,1,1000
"6903",6903,"2767600",26,1,1,1,8000
"6904",6904,"2829000",26,0,0,0,42000
"6905",6905,"2809400",26,0,1,0,800
"6906",6906,"2774900",26,1,0,1,2100
"6907",6907,"2771000",26,1,1,1,75000
"6908",6908,"2865300",26,0,0,0,1000
"6909",6909,"2887500",26,1,1,1,500
"6910",6910,"2819200",26,0,0,0,400
"6911",6911,"2780200",26,1,1,1,1600
"6912",6912,"2796400",26,0,0,1,2000
"6913",6913,"2815400",26,1,1,1,25200
"6914",6914,"2812500",26,1,1,1,500
"6915",6915,"2784400",26,1,1,1,0
"6916",6916,"2782900",26,0,0,0,400
"6917",6917,"2812500",26,1,1,1,1800
"6918",6918,"2870400",26,1,0,1,500
"6919",6919,"2800200",26,1,1,0,0
"6920",6920,"2827000",26,0,0,0,4
"6921",6921,"2825300",26,0,0,1,2000
"6922",6922,"2825500",26,0,0,0,20
"6923",6923,"2804900",26,1,1,1,0
"6924",6924,"2825700",26,1,0,1,5000
"6925",6925,"2816000",26,0,0,0,900
"6926",6926,"2809600",26,0,0,0,5500
"6927",6927,"2784400",26,0,1,0,800
"6928",6928,"2813400",26,0,1,0,50
"6929",6929,"2825300",26,1,0,1,2000
"6930",6930,"2817200",26,0,1,0,11000
"6931",6931,"2815500",26,0,1,0,20000
"6932",6932,"2783000",26,1,1,1,700
"6933",6933,"2865300",26,1,0,1,500
"6934",6934,"2772300",26,1,1,0,100
"6935",6935,"2809700",26,0,0,0,16000
"6936",6936,"2804300",26,0,0,0,0
"6937",6937,"2786300",26,1,1,0,500
"6938",6938,"2772300",26,1,1,1,2000
"6939",6939,"2842700",26,1,1,1,500
"6941",6941,"2802600",26,0,1,0,1000
"6942",6942,"2829000",26,0,0,0,0
"6943",6943,"2789700",26,1,1,1,1000
"6944",6944,"4610120",26,0,0,0,0
"6946",6946,"2772300",26,1,1,1,3200
"6947",6947,"2770900",26,1,0,0,35000
"6948",6948,"2772600",26,0,0,0,15000
"6950",6950,"2765200",26,1,1,1,600
"6951",6951,"2788500",26,1,1,1,1000
"6952",6952,"2764900",26,1,0,0,202000
"6953",6953,"2766800",26,0,0,0,0
"6954",6954,"2819800",26,0,0,0,800
"6955",6955,"2771900",26,1,0,0,16000
"6956",6956,"2775600",26,1,0,0,9000
"6958",6958,"2817500",26,0,0,0,400
"6959",6959,"2863700",26,1,1,1,350
"6960",6960,"2804900",26,1,1,1,0
"6961",6961,"2887500",26,1,1,1,0
"6962",6962,"2777100",26,1,1,1,100
"6963",6963,"2829000",26,0,0,0,5000
"6965",6965,"2796800",26,1,1,1,1400
"6966",6966,"2788400",26,1,1,1,1400
"6967",6967,"2824500",26,1,1,1,5300
